Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Payment_Method,Seller_Type,Amenities,Description,Link
EG-6904027,Apartment,cairo 6th of october el ahyaa neighborhood 3rd al hay al thalith st,"4,350,000 EGP","24,167 EGP/M²",180 m²,3 rooms,2 bathroom,3,2020,Super Lux,Main Street,Cash,Broker,"Security, Balcony",شقة 180 م للبيع – الحي الثالث، مدينة 6 أكتوبر,https://aqarmap.com.eg/en/listing/6904027-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-3rd-al-hay-al-thalith-st/
EG-6903878,Apartment,cairo nasr city 6th zone ibrahim nawar st,"8,000,000 EGP","32,000 EGP/M²",250 m²,3 rooms,3 bathroom,11,2025,Super Lux,Main Street,Cash,Broker,Security,"Finish:Super lux 250 M² View Main Street, eleventh floor, three rooms, three baths in Ibrahim Nawar St.",https://aqarmap.com.eg/en/listing/6903878-for-sale-cairo-nasr-city-6th-zone-ibrahim-nawar-st/
EG-6903890,Villa,cairo new heliopolis compounds talala compound madinet masr,"20,876,000 EGP","121,372 EGP/M²",172 m²,4 rooms,3 bathroom,N/A,2028,Super Lux,Garden,Cash or Installments,Broker,"Water Meter, Natural Gas, Electricity Meter, Security, Garden, Balcony",استلم فيلتك ع المفتاح بتشطيب الترا سوبر لوكس وبمقدم 4%,https://aqarmap.com.eg/en/listing/6903890-for-sale-cairo-new-heliopolis-compounds-talala-compound-madinet-masr/
EG-6903877,Apartment,cairo el sheikh zayed city compounds el khamayel,"7,300,000 EGP","42,941 EGP/M²",170 m²,3 rooms,2 bathroom,1,2020,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security, Parking, Garden",شقه للبيع - كمبوند الخمائل - الشيخ زايد - بموقع مميز,https://aqarmap.com.eg/en/listing/6903877-for-sale-cairo-el-sheikh-zayed-city-compounds-el-khamayel/
EG-6903909,Apartment,cairo 6th of october el ahyaa neighborhood 1st rich bake st,"4,600,000 EGP","23,000 EGP/M²",200 m²,3 rooms,2 bathroom,2,2012,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Security, Balcony","Apartments 200 M² Extra super lux View Main Street, second floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6903909-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-1st-rich-bake-st/
EG-6903980,Apartment,cairo new administrative capital r4 village de la capitale palm hills,"3,000,000 EGP","50,000 EGP/M²",60 m²,2 rooms,2 bathroom,2,2026,Semi Finished,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Security, Balcony","Apartments For sale with size 60 M² Semi Finished View Main Street, second floor, two rooms, two baths",https://aqarmap.com.eg/en/listing/6903980-for-sale-cairo-new-administrative-capital-r4-village-de-la-capitale-palm-hills/
EG-6831160,Unknown,cairo new cairo 6th settlement compounds maliv compound kulture,"21,500,000 EGP","110,256 EGP/M²",195 m²,4 rooms,5 bathroom,N/A,2029,N/A,Main Street,Installments,Private Owner,"Water Meter, Security, Garden, Balcony",Town House For sale in Maliv Compound - Kulture with size 195 M² View Main Street,https://aqarmap.com.eg/en/listing/6831160-for-sale-cairo-new-cairo-6th-settlement-compounds-maliv-compound-kulture/
EG-6760309,Building,cairo 6th of october el tawsaat el shamalya ltws t lsyhy lshmly,"20,000,000 EGP","97,561 EGP/M²",205 m²,N/A,N/A,N/A,2020,ed,Main Street,Cash or Installments,Developer,"Water Meter, Natural Gas, Electricity Meter, Security, Parking",عماره للبيع مكونه من بيزمنت,https://aqarmap.com.eg/en/listing/6760309-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-ltws-t-lsyhy-lshmly/
EG-6903891,Apartment,alexandria el asafra l sfr bhry el geish rd,"6,000,000 EGP","37,500 EGP/M²",160 m²,2 rooms,2 bathroom,4,2000,Super Lux,Sea View,Cash,Broker,N/A,Apartment For sale in El Geish Rd.,https://aqarmap.com.eg/en/listing/6903891-for-sale-alexandria-el-asafra-l-sfr-bhry-el-geish-rd/
EG-6903934,Apartment,cairo 6th of october el ahyaa neighborhood 5th street 19,"3,200,000 EGP","16,000 EGP/M²",200 m²,3 rooms,2 bathroom,4,2015,Super Lux,Main Street,Cash,Broker,"Water Meter, Security, Balcony",شقه للبيع فى الحى الخامس _ فيو مفتوح على جاردن 3 وجهات,https://aqarmap.com.eg/en/listing/6903934-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-5th-street-19/
EG-6904084,Apartment,cairo 6th of october el ahyaa neighborhood 3rd street 6,"3,300,000 EGP","23,571 EGP/M²",140 m²,3 rooms,2 bathroom,1,2020,Super Lux,Main Street,Cash,Broker,N/A,Apartment For sale in Street 6,https://aqarmap.com.eg/en/listing/6904084-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-3rd-street-6/
EG-6904004,Apartment,cairo 6th of october ganob el ahyaaa el bustan neighborhood,"5,800,000 EGP","26,977 EGP/M²",215 m²,3 rooms,2 bathroom,2,2020,Super Lux,Main Street,Cash,Broker,"Elevator, Security, Balcony",Apartments For sale in Hay El Bustan with size 215 M² View Main Street,https://aqarmap.com.eg/en/listing/6904004-for-sale-cairo-6th-of-october-ganob-el-ahyaaa-el-bustan-neighborhood/
EG-6903972,Studio,cairo new cairo compounds sarai rai,"2,555,360 EGP","31,548 EGP/M²",81 m²,1 rooms,1 bathroom,3,2029,ed,Garden,Cash or Installments,Broker,"Elevator, Security, Swimming Pool, Garden, Balcony","Studio For sale with size 81 M² Semi Finished View Garden, third floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6903972-for-sale-cairo-new-cairo-compounds-sarai-rai/
EG-6903869,Apartment,cairo 6th of october el ahyaa neighborhood 4th neighbourhood 1,"4,500,000 EGP","21,429 EGP/M²",210 m²,3 rooms,3 bathroom,5,2025,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments 210 M² Extra super lux View Main Street, fifth floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6903869-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-4th-neighbourhood-1/
EG-6904062,Apartment,cairo 6th of october el ahyaa neighborhood 2nd generation 2000 st,"3,800,000 EGP","21,714 EGP/M²",175 m²,3 rooms,2 bathroom,3,2014,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Balcony",شقه للبيع فى 6 اكتوبر تشطيب سوبر لوكس جاهزه للسكن الفورى,https://aqarmap.com.eg/en/listing/6904062-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-2nd-generation-2000-st/
EG-6903818,Apartment,cairo 6th of october el ahyaa neighborhood 1st eighth neighborhood,"4,000,000 EGP","22,222 EGP/M²",180 m²,3 rooms,2 bathroom,2,2015,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Security, Balcony","Finish:Extra super lux 180 M² View Main Street, second floor, three rooms, two baths in Eighth Neighborhood",https://aqarmap.com.eg/en/listing/6903818-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-1st-eighth-neighborhood/
EG-6904049,Apartment,cairo new cairo bait el watan second neighborhood,"6,425,000 EGP","33,816 EGP/M²",190 m²,3 rooms,3 bathroom,1,2028,ed,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in Second Neighborhood,https://aqarmap.com.eg/en/listing/6904049-for-sale-cairo-new-cairo-bait-el-watan-second-neighborhood/
EG-6903976,Apartment,cairo 6th of october compounds creek park,"2,700,000 EGP","20,769 EGP/M²",130 m²,2 rooms,1 bathroom,1,2020,ed,Main Street,Cash,Broker,"Security, Balcony",شقة للبيع 130م كمبوند كريك بارك موقع مميز Creak Park,https://aqarmap.com.eg/en/listing/6903976-for-sale-cairo-6th-of-october-compounds-creek-park/
EG-6903919,Apartment,cairo el mohandesen shr lbnn,"7,500,000 EGP","33,333 EGP/M²",225 m²,3 rooms,3 bathroom,3,2022,Super Lux,Other,Cash,Broker,"Elevator, Security, Balcony",شقة للبيع فى المهندسين تقاطع شارع لبنان بسعر مغري,https://aqarmap.com.eg/en/listing/6903919-for-sale-cairo-el-mohandesen-shr-lbnn/
EG-6903794,Apartment,cairo new administrative capital r4 village de la capitale palm hills,"4,000,000 EGP","28,369 EGP/M²",141 m²,3 rooms,3 bathroom,3,2026,Lux,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Security, Balcony","Finish:Lux 141 M² View Main Street, third floor, three rooms, three baths in Village De La Capitale - Palm Hills",https://aqarmap.com.eg/en/listing/6903794-for-sale-cairo-new-administrative-capital-r4-village-de-la-capitale-palm-hills/
EG-6903942,Duplex,cairo 6th of october compounds dream land bahgat buildings,"9,500,000 EGP","48,718 EGP/M²",195 m²,3 rooms,3 bathroom,1,2020,Super Lux,Other,Cash,Broker,"Elevator, Water Meter, Security, Parking, Garden, Balcony",Duplex For sale in Bahgat Buildings - Dream Land Compound with size 195 M² View Other,https://aqarmap.com.eg/en/listing/6903942-for-sale-cairo-6th-of-october-compounds-dream-land-bahgat-buildings/
EG-6903884,Office,cairo new administrative capital r7 wy twrz,"7,983,756 EGP","145,159 EGP/M²",55 m²,1 rooms,1 bathroom,8,2027,Lux,Main Street,Cash or Installments,Broker,"Elevator, Security, Parking","Finish:Lux 55 M² View Main Street, eighth floor, one rooms, one baths in OIA Towers - Edge",https://aqarmap.com.eg/en/listing/6903884-for-sale-cairo-new-administrative-capital-r7-wy-twrz/
EG-6903763,Apartment,cairo new administrative capital r7 wy twrz,"15,000,000 EGP","187,500 EGP/M²",80 m²,1 rooms,1 bathroom,8,2027,N/A,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Security, Balcony","Serviced Apartments 80 M² Lux View Main Street, eighth floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6903763-for-sale-cairo-new-administrative-capital-r7-wy-twrz/
EG-6903786,Apartment,cairo new cairo el andalous al andalus 1,"2,850,000 EGP","24,783 EGP/M²",115 m²,3 rooms,1 bathroom,3,2025,Super Lux,Main Street,Cash,Broker,N/A,"Finish:Super lux 115 M² View Main Street, third floor, three rooms, one baths in El Andalus 1",https://aqarmap.com.eg/en/listing/6903786-for-sale-cairo-new-cairo-el-andalous-al-andalus-1/
EG-6904043,Apartment,cairo 6th of october el ahyaa neighborhood 1st seventh neighborhood,"2,350,000 EGP","29,375 EGP/M²",80 m²,2 rooms,1 bathroom,1,2010,Super Lux,Main Street,Cash,Broker,N/A,شقه مفروشه الحي الاول غرفتين وصاله وحمام ومطبخ مدخل خاص مكيفه بالكامل موقع مميز,https://aqarmap.com.eg/en/listing/6904043-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-1st-seventh-neighborhood/
EG-6903720,Villa,cairo new cairo compounds sarai esse residence sarai,"18,302,317 EGP","86,332 EGP/M²",212 m²,3 rooms,2 bathroom,N/A,2029,Semi Finished,Garden,Cash or Installments,Broker,"Security, Swimming Pool, Garden, Balcony",Villas For sale in Esse Residence - Sarai with size 212 M² View Garden,https://aqarmap.com.eg/en/listing/6903720-for-sale-cairo-new-cairo-compounds-sarai-esse-residence-sarai/
EG-6903734,Apartment,cairo el sheikh zayed city el hay elsades ashaer,"7,000,000 EGP","28,000 EGP/M²",250 m²,3 rooms,3 bathroom,1,2012,ed,Main Street,Cash,Broker,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security",شقه للبيع - الحي 16 - الشيخ زايد - بموقع مميز,https://aqarmap.com.eg/en/listing/6903734-for-sale-cairo-el-sheikh-zayed-city-el-hay-elsades-ashaer/
EG-6903840,Office,cairo 6th of october hadaeq october tryq hmd zwyl,"2,553,920 EGP","63,848 EGP/M²",40 m²,2 rooms,1 bathroom,3,2029,ed in Ahmed Zewail Rd,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Electricity Meter, Security, Parking","Finish:Semi Finished 40 M² View Main Street, third floor, two rooms, one baths in Ahmed Zewail Rd",https://aqarmap.com.eg/en/listing/6903840-for-sale-cairo-6th-of-october-hadaeq-october-tryq-hmd-zwyl/
EG-6903775,Apartment,gharbia tanta tanta city saeed st,"4,000,000 EGP","33,333 EGP/M²",120 m²,2 rooms,1 bathroom,9,2015,Super Lux,Main Street,Cash,Broker,N/A,Apartment For sale in Saeed St,https://aqarmap.com.eg/en/listing/6903775-for-sale-gharbia-tanta-tanta-city-saeed-st/
EG-6903777,Apartment,cairo 6th of october el tawsaat el shamalya gamal abd el naser st,"5,800,000 EGP","23,967 EGP/M²",242 m²,4 rooms,3 bathroom,1,2020,Super Lux,Main Street,Cash,Broker,"Security, Balcony","Finish:Super lux 242 M² View Main Street, first floor, four rooms, three baths in Gamal Abd El Naser St.",https://aqarmap.com.eg/en/listing/6903777-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-gamal-abd-el-naser-st/
EG-6904046,Apartment,cairo el mohandesen shr lbnn,"3,500,000 EGP","70,000 EGP/M²",50 m²,1 rooms,1 bathroom,1,2020,N/A,Other,Cash,Broker,"Elevator, Security, Balcony","Apartments 50 M² Without Finish View Other, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6904046-for-sale-cairo-el-mohandesen-shr-lbnn/
EG-6903910,Apartment,cairo 6th of october el ahyaa neighborhood 5th street 35,"4,700,000 EGP","22,170 EGP/M²",212 m²,3 rooms,2 bathroom,2,2021,Super Lux,Other,Cash,Broker,"Water Meter, Natural Gas, Security, Parking, Balcony",فرصة مميزة للبيع شقة 212 م الحي الخامس – المجاورة الأولى اكتوبر,https://aqarmap.com.eg/en/listing/6903910-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-5th-street-35/
EG-6903865,Apartment,cairo el mohandesen lebnan square,"7,000,000 EGP","36,649 EGP/M²",191 m²,3 rooms,3 bathroom,2,2017,Super Lux,Other,Cash,Broker,"Elevator, Natural Gas, Electricity Meter, Security","Finish:Super lux 191 M² View Other, second floor, three rooms, three baths in Lebnan Square",https://aqarmap.com.eg/en/listing/6903865-for-sale-cairo-el-mohandesen-lebnan-square/
EG-6904045,Apartment,cairo 6th of october compounds dream land lake dream dream land compound,"3,850,000 EGP","45,294 EGP/M²",85 m²,2 rooms,1 bathroom,1,2020,Super Lux,Other,Cash,Broker,"Elevator, Water Meter, Security, Parking, Balcony",Apartments For sale in Lake Dream - Dream Land Compound with size 85 M² View Other,https://aqarmap.com.eg/en/listing/6904045-for-sale-cairo-6th-of-october-compounds-dream-land-lake-dream-dream-land-compound/
EG-6903755,Apartment,cairo el mohandesen shareaa sorya,"5,500,000 EGP","36,667 EGP/M²",150 m²,3 rooms,2 bathroom,6,1990,Super Lux,Other,Cash,Broker,"Security, Balcony","Super lux Apartments in Syria St with size 150 M² View Other Super lux, sixth floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6903755-for-sale-cairo-el-mohandesen-shareaa-sorya/
EG-6899075,Apartment,cairo nasr city 8th zone,"6,000,000 EGP","32,432 EGP/M²",185 m²,3 rooms,2 bathroom,5,2005,Super Lux,Main Street,Cash,Broker,"Elevator, Natural Gas, Security, Balcony",شقه للبيع بالفرش في المنطقه الثامنه بالقرب من مصطفي النحاس بمدينة نصر,https://aqarmap.com.eg/en/listing/6899075-for-sale-cairo-nasr-city-8th-zone/
EG-6903743,Apartment,cairo 6th of october el ahyaa neighborhood 3rd al hay al thalith st,"2,800,000 EGP","17,500 EGP/M²",160 m²,3 rooms,2 bathroom,4,2015,Super Lux,Main Street,Cash,Broker,"Elevator, Water Meter, Balcony","Finish:Extra super lux 160 M² View Main Street, fifth floor, three rooms, two baths in El Hay El Thalith St.",https://aqarmap.com.eg/en/listing/6903743-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-3rd-al-hay-al-thalith-st/
EG-6903977,Villa,cairo 6th of october compounds mountain view icity october mv park mountain view icity october,"11,530,000 EGP","60,684 EGP/M²",190 m²,N/A,N/A,N/A,2020,ed,Other,Cash,Broker,N/A,أي فيلا 190م للبيع في كومبوند ماونتن فيو أي سيتي – 6 أكتوبر,https://aqarmap.com.eg/en/listing/6903977-for-sale-cairo-6th-of-october-compounds-mountain-view-icity-october-mv-park-mountain-view-icity-october/
EG-6903821,Apartment,cairo el sheikh zayed city el hay elsades ashaer,"7,000,000 EGP","28,000 EGP/M²",250 m²,3 rooms,3 bathroom,3,2015,ed,Main Street,Cash,Broker,"Elevator, Water Meter, Electricity Meter, Security, Parking","Semi Finished Apartments in Sixteenth Neighborhood with size 250 M² View Main Street Semi Finished, third floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6903821-for-sale-cairo-el-sheikh-zayed-city-el-hay-elsades-ashaer/
EG-6903759,Apartment,alexandria miami iskandar ibrahim st,"6,000,000 EGP","20,000 EGP/M²",300 m²,4 rooms,3 bathroom,7,1992,Super Lux,Sea View,Cash,Broker,N/A,شقة للبيع - شقة للبيع 300م- أسكندر أبراهيم - ثالث نمره من البحر,https://aqarmap.com.eg/en/listing/6903759-for-sale-alexandria-miami-iskandar-ibrahim-st/
EG-6902031,Unknown,cairo new cairo el maantiqah el sinaiyyah,"35,000,000 EGP","87,500 EGP/M²",400 m²,N/A,N/A,N/A,2021,N/A,Main Street,Cash,Broker,"Water Meter, Electricity Meter",Factory For sale in Industrial Zone with size 400 M² View Main Street,https://aqarmap.com.eg/en/listing/6902031-for-sale-cairo-new-cairo-el-maantiqah-el-sinaiyyah/
EG-6903839,Apartment,cairo new cairo el kornfol el kornfol 8,"6,500,000 EGP","27,660 EGP/M²",235 m²,3 rooms,3 bathroom,2,2025,ed,Garden,Cash,Broker,"Water Meter, Electricity Meter, Garden, Balcony","Apartments 235 M² Semi Finished View Garden, second floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6903839-for-sale-cairo-new-cairo-el-kornfol-el-kornfol-8/
EG-6903867,Studio,cairo new cairo compounds sarai elan sarai compound,"2,805,043 EGP","35,063 EGP/M²",80 m²,1 rooms,1 bathroom,3,2029,Semi Finished,Garden,Cash or Installments,Broker,"Elevator, Security, Parking, Garden","Studio For sale with size 80 M² Semi Finished View Garden, third floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6903867-for-sale-cairo-new-cairo-compounds-sarai-elan-sarai-compound/
EG-6903939,Apartment,cairo el sheikh zayed city compounds el karma residence,"2,640,000 EGP","19,556 EGP/M²",135 m²,3 rooms,2 bathroom,3,2020,Semi Finished,Main Street,Cash,Broker,"Security, Balcony",Apartments For sale in El Karma Residence - Badr El Din with size 135 M² View Main Street,https://aqarmap.com.eg/en/listing/6903939-for-sale-cairo-el-sheikh-zayed-city-compounds-el-karma-residence/
EG-6903676,Apartment,cairo new administrative capital r7 scenario,"5,000,000 EGP","21,834 EGP/M²",229 m²,3 rooms,3 bathroom,1,2026,Semi Finished,Garden,Cash or Installments,Broker,"Elevator, Water Meter, Security, Garden, Balcony",Apartment with Garden For sale in Scenario Compound - Akam with size 229 M² View Garden,https://aqarmap.com.eg/en/listing/6903676-for-sale-cairo-new-administrative-capital-r7-scenario/
EG-6903728,Office,cairo el mohandesen shr jm ldwl l rby,"10,000,000 EGP","50,000 EGP/M²",200 m²,3 rooms,3 bathroom,1,2000,Super Lux,Other,Cash,Broker,"Elevator, Security, Balcony",شقة للبيع أداري فى المهندسين تقاطع جامعه الدول تشطيب سوبر لوكس,https://aqarmap.com.eg/en/listing/6903728-for-sale-cairo-el-mohandesen-shr-jm-ldwl-l-rby/
EG-6903721,Villa,cairo heliopolis st fatima square abd el rahman roushdy st,"5,000,000 EGP","16,667 EGP/M²",300 m²,10 rooms,3 bathroom,2,2000,Super Lux,Main Street,Cash,Broker,N/A,villa For sale in Abd El Rahman Roushdy St.,https://aqarmap.com.eg/en/listing/6903721-for-sale-cairo-heliopolis-st-fatima-square-abd-el-rahman-roushdy-st/
EG-6903906,Apartment,cairo new cairo bait el watan fourth neighborhood,"6,360,000 EGP","28,909 EGP/M²",220 m²,3 rooms,3 bathroom,1,2026,ed,Corner,Cash,Broker,N/A,Apartment For sale in Fourth Neighborhood,https://aqarmap.com.eg/en/listing/6903906-for-sale-cairo-new-cairo-bait-el-watan-fourth-neighborhood/
